bfs_nummer,gemeinde,total_area,score_sum,mean_score
6621,Genève,18122505.970,84513245.682,4.663
6628,Lancy,4774218.534,21878178.802,4.583
6608,Carouge (GE),2696750.619,12141178.870,4.502
6613,Chêne-Bourg,1280732.546,5764756.610,4.501
5196,Massagno,739442.752,3281288.559,4.438
2701,Basel,23747749.554,103800296.478,4.371
6612,Chêne-Bougeries,4140265.429,18074661.781,4.366
5591,Renens (VD),2951254.056,12589384.246,4.266
6643,Vernier,7649423.357,31600428.532,4.131
6640,Thônex,3820313.826,15762780.450,4.126
5627,Chavannes-près-Renens,1648725.987,6638199.789,4.026
3215,Rorschach,1791417.995,7142170.192,3.987
261,Zürich,82078857.402,326322278.849,3.976
5120,Muralto,801830.741,3139053.385,3.915
6631,Onex,2784534.334,10895512.998,3.913
6623,Le Grand-Saconnex,4382138.205,17013117.087,3.882
5589,Prilly,2195193.416,8489063.974,3.867
351,Bern,37549991.833,144633929.424,3.852
2196,Fribourg,9022622.424,34527121.302,3.827
5586,Lausanne,29689893.353,113188572.321,3.812
5583,Crissier,3803274.274,14483555.073,3.808
2265,Kerzers,3052741.785,11593241.896,3.798
581,Interlaken,3197006.783,12125420.618,3.793
66,Opfikon,4645975.028,17492078.687,3.765
5890,Vevey,3487669.867,13096244.431,3.755
1061,Luzern,24318229.362,91213652.529,3.751
362,Ittigen,3742950.023,13972703.887,3.733
244,Geroldswil,1922047.428,6988355.759,3.636
5642,Morges,4902404.783,17686212.877,3.608
617,Niederhünigen,558618.153,2003881.183,3.587
371,Biel/Bienne,15929533.188,57097674.440,3.584
363,Ostermundigen,5507723.161,19630857.964,3.564
2769,Münchenstein,5958231.206,21224155.889,3.562
5590,Pully,6797900.518,24149524.623,3.552
2228,Villars-sur-Glâne,5470872.279,19330121.565,3.533
5225,Sorengo,846119.307,2989554.916,3.533
743,Nidau,1501003.409,5285479.303,3.521
6630,Meyrin,8946059.194,31475479.721,3.518
247,Schlieren,5498048.208,19264494.424,3.504
2765,Binningen,3923586.489,13660248.158,3.482
2762,Allschwil,5803999.988,20197798.838,3.480
4030,Killwangen,1168322.117,4061589.014,3.476
5162,Cadempino,762720.241,2647959.508,3.472
4021,Baden,12896200.898,44673199.744,3.464
1054,Ebikon,8661169.044,29879113.591,3.450
2601,Solothurn,5778076.569,19906195.090,3.445
6618,Confignon,2448929.088,8402079.662,3.431
2773,Reinach (BL),5540281.236,18851462.099,3.403
3203,St. Gallen,31319914.085,106540040.060,3.402
5584,Epalinges,3794484.589,12899965.935,3.400
6458,Neuchâtel,14916654.130,50599778.563,3.392
5167,Canobbio,1276150.846,4324685.634,3.389
1009,Werthenstein,1781944.667,6029256.938,3.384
2407,Oensingen,3492882.477,11801845.200,3.379
5624,Bussigny,3443110.541,11623005.271,3.376
612,Konolfingen,3508902.087,11839737.437,3.374
4671,Kreuzlingen,7777585.105,26152717.528,3.363
6217,Saint-Maurice,1445755.177,4858902.665,3.361
2703,Riehen,9217292.343,30935981.377,3.356
3296,Sargans,3295947.565,10970617.435,3.329
2766,Birsfelden,2312832.169,7693047.335,3.326
245,Oberengstringen,1992795.134,6610657.722,3.317
62,Kloten,10440296.263,34585742.930,3.313
6617,Cologny,5964971.593,19752453.061,3.311
2937,Neuhausen am Rheinfall,4440691.205,14556747.055,3.278
2767,Bottmingen,2470094.431,8084772.710,3.273
5938,Yverdon-les-Bains,9499431.198,30913409.087,3.254
5221,Savosa,745212.650,2422891.423,3.251
230,Winterthur,36648099.753,118814435.658,3.242
5250,Chiasso,3388810.855,10976498.489,3.239
2206,Marly,4732922.309,15323940.618,3.238
5724,Nyon,7163653.823,23065682.493,3.220
5588,Paudex,812406.586,2604758.862,3.206
53,Bülach,5857417.906,18776944.877,3.206
5495,Penthalaz,1828311.555,5853219.946,3.201
191,Dübendorf,9297212.688,29722912.197,3.197
5214,Porza,1495336.603,4780215.956,3.197
4001,Aarau,9929471.856,31645352.149,3.187
5635,Ecublens (VD),5418932.433,17245940.544,3.183
243,Dietikon,7917640.290,25123138.723,3.173
4946,Weinfelden,4781381.690,15165949.619,3.172
942,Thun,17626612.133,55870681.119,3.170
5231,Vezia,1356470.224,4295215.447,3.166
353,Bremgarten bei Bern,1776026.713,5621562.985,3.165
1107,Wolhusen,2667254.307,8440641.386,3.165
1059,Kriens,10440392.554,33019607.539,3.163
2939,Schaffhausen,17964847.025,56747358.155,3.159
6421,La Chaux-de-Fonds,14879711.892,46840581.989,3.148
6607,Bernex,9896486.547,31114741.409,3.144
4095,Brugg,6315294.986,19802577.044,3.136
2763,Arlesheim,3363874.922,10547315.070,3.135
69,Wallisellen,5397470.529,16921152.061,3.135
4045,Wettingen,5656491.448,17714763.797,3.132
141,Thalwil,4216870.799,13195740.198,3.129
356,Muri bei Bern,6379094.209,19956821.962,3.128
306,Lyss,5839831.601,18261047.237,3.127
6633,Plan-les-Ouates,5137790.770,16060121.460,3.126
361,Zollikofen,4631373.454,14464106.464,3.123
1708,Steinhausen,2955176.699,9228886.213,3.123
5210,Paradiso,1203458.440,3756181.885,3.121
4201,Lenzburg,4385251.592,13647233.553,3.112
6513,Laténa,5117749.460,15920631.794,3.111
29,Flurlingen,1452294.271,4510411.667,3.106
2771,Oberwil (BL),5299216.589,16434328.129,3.101
1024,Emmen,12557445.612,38810490.430,3.091
9328,Bodensee (SG),2520390.817,7781726.127,3.088
6297,Visp,5001642.349,15438888.761,3.087
6625,Hermance,2185716.290,6740453.106,3.084
3955,Landquart,3896006.401,12012680.313,3.083
5131,Tenero-Contra,2388506.925,7348130.827,3.076
249,Unterengstringen,2227469.247,6851253.576,3.076
2761,Aesch (BL),4267720.889,13095461.786,3.068
5242,Balerna,2241722.478,6868840.030,3.064
1103,Sursee,3805629.682,11658737.382,3.064
121,Wetzikon (ZH),8151252.985,24955951.564,3.062
6645,Veyrier,6372714.521,19501636.734,3.060
4436,Romanshorn,3835705.312,11726802.376,3.057
1711,Zug,13430304.907,41024403.620,3.055
5193,Magliaso,1477911.773,4509926.831,3.052
404,Burgdorf,7875483.024,23955881.767,3.042
4260,Stein (AG),2258718.202,6865901.040,3.040
4026,Ennetbaden,1745600.416,5303942.565,3.038
131,Adliswil,5517516.748,16746587.830,3.035
4137,Leimbach (AG),890905.136,2701124.308,3.032
5638,Lonay,2385271.894,7223709.092,3.028
135,Kilchberg (ZH),2573739.831,7791982.503,3.027
4029,Gebenstorf,3003241.951,9091800.828,3.027
2581,Olten,7597906.918,22923729.848,3.017
4034,Neuenhof,3379504.402,10189375.774,3.015
54,Dietlikon,2784899.550,8393984.572,3.014
4044,Untersiggenthal,3321143.129,9977708.522,3.004
5633,Echandens,2368654.131,7111846.364,3.002
5712,Coppet,2338935.124,7015099.677,2.999
2768,Ettingen,2493806.187,7475062.979,2.997
6606,Bellevue,3887916.016,11640724.163,2.994
739,Ipsach,1805360.955,5396343.645,2.989
5651,Villars-Sainte-Croix,1222637.662,3653325.896,2.988
6136,Martigny,6359847.260,18990107.274,2.986
4310,Koblenz,1612412.310,4810277.785,2.983
5587,Le Mont-sur-Lausanne,5772640.162,17191635.493,2.978
578,Gündlischwand,1334379.706,3972552.962,2.977
3427,Wil (SG),9521908.198,28306138.947,2.973
1707,Risch,7170852.182,21313541.346,2.972
197,Schwerzenbach,2225837.701,6615415.560,2.972
1362,Arth,7374024.423,21880444.739,2.967
355,Köniz,20451128.870,60605453.138,2.963
4040,Spreitenbach,5064972.037,14994822.501,2.960
5649,Tolochenaz,1549359.819,4586115.725,2.960
4009,Muhen,3340503.175,9873922.453,2.956
329,Langenthal,7162696.463,21157541.897,2.954
4013,Unterentfelden,2021746.065,5971118.693,2.953
5883,Corseaux,1355406.046,4001075.673,2.952
6634,Pregny-Chambésy,3887975.607,11475182.554,2.951
161,Zollikon,5734881.473,16812967.427,2.932
5257,Morbio Inferiore,1878538.584,5507258.821,2.932
2770,Muttenz,10056443.180,29481925.402,2.932
3340,Rapperswil-Jona,11203940.450,32802412.673,2.928
2775,Therwil,4514154.914,13205608.609,2.925
2861,Sissach,2979404.014,8705451.689,2.922
546,Münchenbuchsee,5545471.962,16182984.021,2.918
2829,Liestal,7528615.230,21962670.834,2.917
4123,Windisch,3301974.130,9617422.635,2.913
929,Hilterfingen,1594039.607,4638887.179,2.910
3022,Gais,3190403.724,9280466.481,2.909
6616,Collonge-Bellerive,6036776.362,17560104.829,2.909
5003,Cadenazzo,2759433.161,8026612.390,2.909
4027,Fislisbach,4423050.699,12856352.894,2.907
5412,Rennaz,1647510.678,4786139.718,2.905
444,Sonceboz-Sombeval,3058773.734,8880521.849,2.903
540,Jegenstorf,3059675.532,8882325.446,2.903
713,Tavannes,3061467.459,8885909.300,2.902
5886,Montreux,12925235.548,37504027.667,2.902
2148,Riaz,1974074.164,5727810.483,2.902
6636,Puplinge,2526123.144,7320448.350,2.898
4035,Niederrohrdorf,2198051.230,6361989.657,2.894
4038,Obersiggenthal,3727543.159,10782675.275,2.893
981,Niederbipp,5266292.185,15200303.774,2.886
2525,Kriegstetten,1088152.848,3140761.183,2.886
2534,Zuchwil,4070296.805,11747562.587,2.886
2824,Frenkendorf,1575509.728,4544597.237,2.885
2831,Pratteln,6576726.971,18919009.484,2.877
6711,Delémont,6507833.538,18718469.109,2.876
5192,Lugano,24699742.206,71039408.069,2.876
1507,Hergiswil (NW),4342025.314,12483027.924,2.875
4082,Wohlen (AG),6735028.599,19361667.962,2.875
4258,Rheinfelden,5802464.359,16664052.440,2.872
3901,Chur,16445053.818,47192555.498,2.870
4075,Rudolfstetten-Friedlisberg,2414206.529,6926137.355,2.869
4205,Othmarsingen,3003653.324,8611361.114,2.867
5729,Tannay,1113487.775,3190409.462,2.865
92,Oberglatt,2971614.967,8512254.126,2.865
5113,Locarno,7239211.959,20697058.070,2.859
3443,Gossau (SG),9476563.545,27093225.862,2.859
2198,Granges-Paccot,3131489.319,8947147.546,2.857
3733,Tamins,1387007.323,3961952.592,2.856
4506,Sulgen,3226409.496,9215793.373,2.856
5643,Préverenges,2244486.565,6402281.283,2.852
4198,Hendschiken,1116529.423,3181324.753,2.849
939,Steffisburg,6804288.540,19384902.307,2.849
5189,Lamone,1465562.131,4169456.028,2.845
2546,Grenchen,7043977.719,20036500.029,2.844
1703,Hünenberg,6162234.004,17526890.178,2.844
4289,Zofingen,5687784.452,16155861.473,2.840
7001,Vaduz,5545266.735,15745303.000,2.839
14,Wettswil am Albis,2996550.327,8507882.556,2.839
2822,Augst,1329705.932,3771456.201,2.836
785,Meiringen,3378920.520,9583259.194,2.836
5822,Payerne,3308117.197,9379208.775,2.835
4083,Zufikon,2701325.617,7650062.960,2.832
4007,Hirschthal,1217528.530,3445569.555,2.830
4871,Wagenhausen,3452963.157,9770951.746,2.830
496,Ins,3585710.430,10143237.166,2.829
6619,Corsier (GE),2464006.670,6967225.918,2.828
96,Regensdorf,7211397.541,20389982.372,2.827
193,Fällanden,4561678.921,12895198.633,2.827
2125,Bulle,8546146.864,24156026.714,2.827
192,Egg,7183640.094,20301492.620,2.826
6153,Monthey,7174831.048,20265187.456,2.824
250,Urdorf,4409789.012,12440214.745,2.821
118,Rüti (ZH),4546432.970,12807473.592,2.817
4037,Oberrohrdorf,1696495.845,4771750.361,2.813
5581,Belmont-sur-Lausanne,1657768.514,4660369.597,2.811
5401,Aigle,7688312.535,21610944.240,2.811
700,Moutier,3595073.762,10105281.169,2.811
544,Moosseedorf,1883785.645,5292903.455,2.810
198,Uster,15255102.038,42812987.841,2.806
1201,Altdorf (UR),5687161.315,15959542.661,2.806
4062,Berikon,2343272.788,6563267.163,2.801
3001,Herisau,10544027.281,29526400.431,2.800
4252,Kaiseraugst,2158607.185,6042301.098,2.799
4210,Staufen,626357.465,1752678.547,2.798
5805,Oron,7446176.125,20819080.814,2.796
5254,Mendrisio,11241559.249,31428068.071,2.796
2517,Derendingen,3607343.309,10084950.469,2.796
160,Zumikon,3634296.364,10155626.735,2.794
1322,Freienbach,10429574.965,29137564.926,2.794
4271,Aarburg,3254308.882,9086460.897,2.792
3374,Lichtensteig,1075139.006,2995593.536,2.786
4003,Buchs (AG),2893786.117,8058560.678,2.785
1702,Cham,9651637.707,26862372.169,2.783
4140,Oberkulm,2427326.744,6752698.379,2.782
3315,Schänis,3882717.685,10785351.777,2.778
5521,Etagnières,2143039.083,5950103.804,2.776
4061,Arni (AG),2052835.401,5698599.459,2.776
6632,Perly-Certoux,1876757.996,5196963.126,2.769
5187,Gravesano,670224.388,1853275.745,2.765
751,Täuffelen,2719551.632,7515336.861,2.763
4141,Reinach (AG),2911183.477,8043231.113,2.763
358,Stettlen,2272383.926,6267980.783,2.758
750,Sutz-Lattrigen,2614781.957,7211593.615,2.758
870,Kehrsatz,2546019.012,7020798.166,2.758
199,Volketswil,6856350.402,18897861.573,2.756
3442,Gaiserwald,6108709.000,16830500.124,2.755
4309,Klingnau,2167167.905,5969785.680,2.755
352,Bolligen,4073355.935,11213731.946,2.753
3,Bonstetten,3142944.559,8651099.874,2.753
2583,Schönenwerd,2376600.116,6540735.050,2.752
4063,Bremgarten (AG),4677318.532,12859840.426,2.749
5001,Arbedo-Castione,2940491.123,8081533.117,2.748
4566,Frauenfeld,13588075.116,37338894.226,2.748
5592,Romanel-sur-Lausanne,1700675.285,4673187.199,2.748
5585,Jouxtens-Mézery,1436857.291,3947340.864,2.747
3023,Speicher,4172209.373,11456315.828,2.746
56,Embrach,4392966.118,12059733.483,2.745
4006,Gränichen,5141138.142,14112895.451,2.745
2096,Romont (FR),3320973.929,9116241.386,2.745
5749,Chavornay,3717153.937,10197282.255,2.743
594,Wilderswil,2473720.182,6785047.558,2.743
934,Oberhofen am Thunersee,1105422.346,3030875.611,2.742
1321,Feusisberg,5399157.557,14800438.965,2.741
4022,Bellikon,1617527.964,4432452.978,2.740
2500,Trimbach,2997192.510,8211143.019,2.740
5648,Saint-Sulpice (VD),2641363.957,7224988.067,2.735
2197,Givisiez,3054504.033,8351248.363,2.734
768,Spiez,8867756.814,24237263.822,2.733
1051,Adligenswil,4426167.046,12096174.600,2.733
5720,Givrins,1355218.213,3703094.750,2.732
3236,St. Margrethen,3430350.387,9365454.569,2.730
3101,Appenzell,3114042.759,8498934.269,2.729
733,Brügg,3420071.219,9307706.732,2.721
154,Küsnacht (ZH),6345361.497,17251350.506,2.719
4073,Oberlunkhofen,2422530.584,6581825.676,2.717
6416,Milvignes,5381119.470,14613530.576,2.716
4048,Würenlos,4565509.480,12398255.087,2.716
293,Wädenswil,12454673.405,33794980.754,2.713
3271,Buchs (SG),5056208.435,13718161.714,2.713
4163,Frick,3260894.487,8843688.741,2.712
5606,Lutry,6317025.614,17106350.144,2.708
1701,Baar,12368025.643,33487516.392,2.708
5141,Agno,2726845.965,7380596.701,2.707
2,Affoltern am Albis,4447806.259,12034833.997,2.706
3790,Silvaplana,5158170.411,13950463.610,2.705
6602,Anières,4265557.709,11521314.734,2.701
4146,Unterkulm,2776089.704,7497996.218,2.701
551,Urtenen-Schönbühl,3057199.526,8250920.391,2.699
151,Erlenbach (ZH),2069109.149,5581693.349,2.698
139,Rüschlikon,2628341.539,7084682.633,2.695
115,Gossau (ZH),7288273.402,19641880.539,2.695
5108,Gordola,2317004.596,6241309.480,2.694
5194,Manno,1552178.805,4175618.183,2.690
9051,Zürichsee (ZH),14817983.886,39860519.284,2.690
1065,Root,4710306.032,12669591.881,2.690
5408,Noville,2316598.774,6230572.741,2.690
3216,Rorschacherberg,2663629.449,7152932.597,2.685
3781,Bever,1158478.555,3110943.567,2.685
5002,Bellinzona,23589840.118,63322727.489,2.684
3379,Wattwil,7672182.592,20591426.123,2.684
406,Hasle bei Burgdorf,2515541.470,6750077.317,2.683
251,Weiningen (ZH),2681880.013,7192382.043,2.682
200,Wangen-Brüttisellen,3665836.990,9819190.778,2.679
5757,Orbe,3449087.990,9234540.032,2.677
5171,Caslano,1295811.111,3468399.652,2.677
2309,Wünnewil-Flamatt,2906105.220,7775129.605,2.675
794,Zweisimmen,4097566.303,10958106.987,2.674
4135,Gontenschwil,1778422.190,4750120.425,2.671
2323,Bossonnens,1415528.555,3780601.087,2.671
6002,Brig-Glis,5977946.577,15961994.041,2.670
4010,Oberentfelden,2476672.345,6612435.199,2.670
2473,Dornach,2302075.372,6145923.496,2.670
5186,Grancia,588083.269,1568371.612,2.667
4204,Niederlenz,1635934.248,4360601.972,2.666
3668,Thusis,1620700.209,4315700.810,2.663
7002,Triesen,4679509.042,12459911.379,2.663
1053,Dierikon,1216535.871,3238736.478,2.662
5212,Ponte Capriasca,980629.083,2610398.083,2.662
3953,Maienfeld,1849045.744,4917466.200,2.659
5582,Cheseaux-sur-Lausanne,2133632.369,5672426.160,2.659
27,Feuerthalen,2007658.957,5334675.281,2.657
616,Münsingen,5029502.960,13350968.893,2.655
4081,Widen,1907211.725,5058751.833,2.652
52,Bassersdorf,4820253.502,12785321.650,2.652
1040,Rothenburg,6367402.849,16883744.728,2.652
3232,Balgach,2452412.830,6502765.572,2.652
6220,Vérossaz,988830.210,2621416.088,2.651
6408,Cortaillod,2352447.247,6236142.690,2.651
2764,Biel-Benken,2475938.666,6561633.800,2.650
1055,Gisikon,668658.335,1771358.794,2.649
5115,Losone,3213605.110,8511256.121,2.649
2271,Meyriez,577327.147,1528528.184,2.648
1202,Andermatt,4279701.342,11322377.065,2.646
296,Illnau-Effretikon,7782662.898,20589764.247,2.646
3231,Au (SG),2326629.024,6155079.303,2.645
5148,Bedano,1347156.590,3561703.702,2.644
6729,Haute-Sorne,5185900.980,13708869.830,2.643
5176,Comano,1396584.356,3691253.939,2.643
4144,Schöftland,2939202.452,7767545.250,2.643
9155,Lac de Neuchâtel (NE),6760719.137,17853375.921,2.641
1052,Buchrain,3216571.234,8482995.231,2.637
2573,Dulliken,2186685.194,5763975.981,2.636
2702,Bettingen,1760202.497,4639547.230,2.636
3339,Uznach,4406238.452,11608447.568,2.635
4145,Teufenthal (AG),1287352.378,3390436.683,2.634
742,Mörigen,1695265.672,4457821.670,2.630
195,Maur,7684254.120,20171953.705,2.625
4008,Küttigen,4851808.534,12728684.556,2.623
5851,Allaman,1110356.558,2911590.285,2.622
1058,Horw,7097237.262,18605639.311,2.622
3204,Wittenbach,4235631.035,11100706.060,2.621
3787,St. Moritz,7431144.396,19468865.787,2.620
1364,Ingenbohl,6405648.891,16780035.833,2.620
3722,Domat/Ems,5516114.444,14444065.098,2.619
4280,Oftringen,4988289.899,13057024.884,2.618
7003,Balzers,4923318.641,12881249.201,2.616
4786,Wilen (TG),1007805.937,2633090.223,2.613
5718,Genolier,2532171.305,6608416.559,2.610
5723,Mies,1761979.159,4594676.876,2.608
5,Hedingen,1715987.498,4472873.932,2.607
2513,Biberist,4713915.640,12277597.742,2.605
6295,Täsch,1722075.446,4485049.827,2.604
4033,Mellingen,3123380.393,8130916.470,2.603
3024,Teufen (AR),7310428.242,19021660.102,2.602
1346,Schübelbach,5097755.908,13258194.737,2.601
3025,Trogen,2259002.786,5875136.114,2.601
5414,Villeneuve (VD),3146997.770,8182894.757,2.600
5091,Ascona,2592199.775,6739611.783,2.600
2471,Bättwil,1024369.957,2660526.973,2.597
6800,Porrentruy,4860772.056,12621697.646,2.597
5678,Moudon,2655800.397,6889627.275,2.594
4002,Biberstein,1491863.446,3869805.828,2.594
2846,Gelterkinden,2841491.495,7370651.842,2.594
1208,Göschenen,1760045.726,4560990.389,2.591
4147,Zetzwil,1335351.747,3460026.650,2.591
1709,Unterägeri,3452214.337,8943904.479,2.591
153,Hombrechtikon,4711218.317,12195207.080,2.589
4012,Suhr,3590705.499,9294580.668,2.589
6622,Genthod,3110183.663,8047180.934,2.587
7005,Schaan,5129671.625,13264097.776,2.586
4304,Döttingen,1109629.190,2868895.313,2.585
533,Bätterkinden,2382772.802,6155442.628,2.583
6436,Le Locle,6500054.031,16775003.519,2.581
51,Bachenbülach,1433458.078,3699182.565,2.581
3255,Rebstein,1674800.249,4319418.668,2.579
2825,Füllinsdorf,1873609.545,4830500.183,2.578
248,Uitikon,3359221.049,8653115.241,2.576
97,Rümlang,4114211.623,10581531.571,2.572
4032,Mägenwil,1797244.983,4616136.724,2.568
4092,Birr,1940329.603,4982401.921,2.568
5889,La Tour-de-Peilz,4020249.168,10321813.136,2.567
5518,Echallens,2691540.552,6904579.639,2.565
242,Birmensdorf (ZH),4460060.693,11431278.779,2.563
2964,Stein am Rhein,2063881.954,5287474.731,2.562
1372,Schwyz,9751787.336,24982702.785,2.562
5922,Montagny-près-Yverdon,1674867.854,4289701.248,2.561
3954,Malans,1733620.133,4434328.139,2.558
5118,Minusio,3576045.249,9141323.041,2.556
3213,Goldach,3210129.360,8203342.973,2.555
5281,Biasca,4583991.582,11713912.653,2.555
2586,Wangen bei Olten,1900969.486,4855070.626,2.554
1031,Hochdorf,3370197.436,8601286.863,2.552
5251,Coldrerio,1486485.488,3791850.217,2.551
3251,Altstätten,5648542.139,14380027.530,2.546
7007,Eschen,5231748.756,13315321.903,2.545
5891,Veytaux,1517586.226,3862158.885,2.545
5806,Jorat-Mézières,4416044.745,11230416.127,2.543
1341,Altendorf,3296021.815,8375425.569,2.541
6173,Bitsch,629709.189,1599724.717,2.540
3238,Widnau,3003713.096,7626354.963,2.539
5798,Ropraz,1134045.520,2878833.841,2.539
1406,Sachseln,2447571.134,6211573.276,2.538
4100,Hausen (AG),1609670.334,4080055.202,2.535
4305,Endingen,3284344.865,8316094.080,2.532
2497,Obergösgen,2322812.843,5877052.657,2.530
4206,Rupperswil,1965178.973,4971261.847,2.530
138,Richterswil,4211295.672,10652640.473,2.530
5226,Capriasca,3415635.362,8636936.251,2.529
5511,Assens,1972323.423,4985545.783,2.528
6266,Sion,16339846.257,41291163.756,2.527
157,Oetwil am See,3081177.578,7784418.725,2.526
5730,Trélex,2211760.754,5584835.132,2.525
3032,Heiden,3138344.049,7924289.017,2.525
5227,Torricella-Taverne,2089346.402,5274397.284,2.524
5628,Chigny,805249.105,2032316.491,2.524
4401,Arbon,4607524.018,11618553.682,2.522
6754,Le Noirmont,1997607.517,5036113.970,2.521
196,Mönchaltorf,2029158.352,5114161.616,2.520
5607,Puidoux,2004222.919,5049344.774,2.519
2183,Corminboeuf,2627812.279,6619425.939,2.519
2275,Murten,5471730.963,13776221.334,2.518
3962,Schiers,2011614.312,5064127.561,2.517
3947,Zizers,2485867.494,6257550.630,2.517
2293,Düdingen,7216624.872,18148227.260,2.515
6404,Boudry,5093686.170,12809338.694,2.515
4236,Muri (AG),2777998.191,6984951.260,2.514
1344,Lachen,1812236.122,4555853.726,2.514
3544,Bergün Filisur,2027781.301,5096461.537,2.513
861,Belp,6426727.700,16136685.385,2.511
359,Vechigen,4039174.603,10137334.746,2.510
3851,Davos,19837468.231,49761738.111,2.508
2143,Morlon,1301676.096,3264876.195,2.508
4049,Ehrendingen,2912865.785,7300491.195,2.506
6642,Vandoeuvres,3669025.539,9187686.516,2.504
2579,Hägendorf,1709284.555,4278729.166,2.503
10,Obfelden,3549826.370,8881724.043,2.502
4643,Bottighofen,880054.831,2201602.454,2.502
3234,Diepoldsau,2261869.227,5657869.161,2.501
4071,Jonen,1694780.416,4237047.799,2.500
5198,Melide,2077970.644,5194454.959,2.500
3253,Marbach (SG),1423699.216,3558509.544,2.499
5017,Sant'Antonino,2038521.587,5092878.905,2.498
9329,Bodensee (TG),4449267.782,11111711.052,2.497
401,Aefligen,451786.243,1127934.230,2.497
1342,Galgenen,2365614.849,5905370.222,2.496
5121,Orselina,706212.238,1762269.848,2.495
415,Lyssach,2540543.311,6338828.822,2.495
3575,Laax,3595838.694,8963971.190,2.493
2550,Langendorf,1572901.277,3920669.746,2.493
4074,Oberwil-Lieli,2241677.527,5587080.512,2.492
2503,Erlinsbach (SO),2800587.814,6979232.684,2.492
6611,Chancy,2608666.351,6499834.608,2.492
2543,Bettlach,3040506.349,7573198.434,2.491
2828,Lausen,2470386.566,6151879.594,2.490
2501,Winznau,1544175.295,3838040.351,2.485
6300,Zermatt,9253013.445,22996261.132,2.485
576,Grindelwald,11248565.879,27949433.227,2.485
1323,Wollerau,3844200.309,9548463.678,2.484
2160,Vuadens,2440788.020,6060356.582,2.483
736,Hagneck,570945.456,1416188.973,2.480
3506,Vaz/Obervaz,8439976.115,20933144.623,2.480
112,Bubikon,3836492.589,9510968.351,2.479
1093,Neuenkirch,5034067.347,12478781.508,2.479
5516,Cugy (VD),1392866.068,3452603.104,2.479
4139,Menziken,2298760.361,5694273.723,2.477
63,Lufingen,2124947.369,5262441.479,2.477
5861,Rolle,2239394.284,5545033.125,2.476
5885,Jongny,1338869.682,3314857.067,2.476
590,Ringgenberg (BE),1694213.155,4191957.459,2.474
2834,Ziefen,2278339.756,5636412.059,2.474
2576,Gretzenbach,2210030.727,5465905.414,2.473
